Player,Score,Wrong,Total_questions,Accuracy,Difficulty,Date,Completed
RandomBot318,9,1,9,1.0,medium,2025-07-02 14:41:29,True
RandomBot319,9,1,9,1.0,hard,2025-07-02 14:41:29,True
RandomBot320,6,4,10,0.6,hard,2025-07-02 14:41:29,True
RandomBot321,5,5,10,0.5,hard,2025-07-02 14:41:30,True
RandomBot322,6,4,10,0.6,hard,2025-07-02 14:41:30,True
RandomBot323,6,4,9,0.67,hard,2025-07-02 14:41:30,True
RandomBot324,5,3,8,0.62,medium,2025-07-02 14:41:30,False
RandomBot325,8,2,8,1.0,medium,2025-07-02 14:41:30,True
RandomBot326,7,3,10,0.7,easy,2025-07-02 14:41:30,True
RandomBot327,7,3,10,0.7,easy,2025-07-02 14:41:30,True
RandomBot328,8,2,8,1.0,hard,2025-07-02 14:41:30,True
RandomBot329,5,5,10,0.5,hard,2025-07-02 14:41:30,True
RandomBot330,4,3,5,0.8,medium,2025-07-02 14:41:30,False
RandomBot331,4,3,7,0.57,medium,2025-07-02 14:41:30,False
RandomBot332,7,3,9,0.78,easy,2025-07-02 14:41:30,True
RandomBot333,8,2,10,0.8,hard,2025-07-02 14:41:30,True
RandomBot334,8,2,10,0.8,medium,2025-07-02 14:41:30,True
RandomBot335,9,1,10,0.9,medium,2025-07-02 14:41:30,True
RandomBot336,7,3,10,0.7,hard,2025-07-02 14:41:30,True
RandomBot337,8,2,10,0.8,easy,2025-07-02 14:41:30,True
RandomBot338,8,2,9,0.89,medium,2025-07-02 14:41:30,True
RandomBot339,8,2,9,0.89,hard,2025-07-02 14:41:30,True
RandomBot340,7,3,10,0.7,hard,2025-07-02 14:41:30,True
RandomBot341,6,3,9,0.67,medium,2025-07-02 14:41:30,False
RandomBot342,9,1,10,0.9,medium,2025-07-02 14:41:30,True
RandomBot343,8,2,9,0.89,hard,2025-07-02 14:41:30,True
RandomBot344,9,1,10,0.9,hard,2025-07-02 14:41:30,True
RandomBot345,4,3,7,0.57,medium,2025-07-02 14:41:30,False
RandomBot346,6,4,9,0.67,hard,2025-07-02 14:41:31,True
RandomBot347,7,3,10,0.7,hard,2025-07-02 14:41:31,True
RandomBot348,8,2,9,0.89,medium,2025-07-02 14:41:31,True
RandomBot349,2,3,5,0.4,medium,2025-07-02 14:41:31,False
RandomBot350,8,2,9,0.89,medium,2025-07-02 14:41:31,True
RandomBot351,8,2,10,0.8,easy,2025-07-02 14:41:31,True
RandomBot352,7,3,10,0.7,easy,2025-07-02 14:41:31,True
RandomBot353,7,3,9,0.78,medium,2025-07-02 14:41:31,True
RandomBot354,5,5,10,0.5,easy,2025-07-02 14:41:31,True
RandomBot355,5,5,10,0.5,hard,2025-07-02 14:41:31,True
RandomBot356,6,3,9,0.67,medium,2025-07-02 14:41:31,False
RandomBot357,9,1,10,0.9,hard,2025-07-02 14:41:31,True
RandomBot358,7,3,9,0.78,easy,2025-07-02 14:41:31,True
RandomBot359,7,3,10,0.7,easy,2025-07-02 14:41:31,True
RandomBot360,6,4,8,0.75,hard,2025-07-02 14:41:31,True
RandomBot361,3,7,9,0.33,easy,2025-07-02 14:41:31,True
RandomBot362,7,3,9,0.78,medium,2025-07-02 14:41:31,True
RandomBot363,7,3,9,0.78,easy,2025-07-02 14:41:31,True
RandomBot364,10,0,10,1.0,medium,2025-07-02 14:41:31,True
RandomBot365,7,3,9,0.78,easy,2025-07-02 14:41:31,True
RandomBot366,7,3,10,0.7,easy,2025-07-02 14:41:31,True
RandomBot367,7,3,10,0.7,hard,2025-07-02 14:41:31,True
RandomBot368,8,2,9,0.89,hard,2025-07-02 14:41:31,True
RandomBot369,3,3,6,0.5,medium,2025-07-02 14:41:31,False
RandomBot370,8,2,9,0.89,hard,2025-07-02 14:41:31,True
RandomBot371,8,2,9,0.89,hard,2025-07-02 14:41:32,True
RandomBot372,8,2,9,0.89,medium,2025-07-02 14:41:32,True
RandomBot373,6,4,10,0.6,easy,2025-07-02 14:41:32,True
RandomBot374,5,5,10,0.5,easy,2025-07-02 14:41:32,True
RandomBot375,4,3,7,0.57,medium,2025-07-02 14:41:32,False
RandomBot376,2,3,5,0.4,medium,2025-07-02 14:41:32,False
RandomBot377,4,3,6,0.67,medium,2025-07-02 14:41:32,False
RandomBot378,7,3,9,0.78,easy,2025-07-02 14:41:32,True
RandomBot379,8,2,10,0.8,easy,2025-07-02 14:41:32,True
RandomBot380,6,3,8,0.75,medium,2025-07-02 14:41:32,False
RandomBot381,7,3,10,0.7,hard,2025-07-02 14:41:32,True
RandomBot382,6,4,10,0.6,hard,2025-07-02 14:41:32,True
RandomBot383,6,4,10,0.6,hard,2025-07-02 14:41:32,True
RandomBot384,7,3,10,0.7,hard,2025-07-02 14:41:32,True
RandomBot385,9,1,10,0.9,hard,2025-07-02 14:41:32,True
RandomBot386,1,3,4,0.25,medium,2025-07-02 14:41:32,False
RandomBot387,3,3,4,0.75,medium,2025-07-02 14:41:32,False
RandomBot388,1,3,4,0.25,medium,2025-07-02 14:41:32,False
RandomBot389,4,3,7,0.57,medium,2025-07-02 14:41:32,False
RandomBot390,8,2,10,0.8,hard,2025-07-02 14:41:32,True
RandomBot391,8,2,8,1.0,easy,2025-07-02 14:41:32,True
RandomBot392,7,3,10,0.7,hard,2025-07-02 14:41:32,True
RandomBot393,6,4,10,0.6,easy,2025-07-02 14:41:32,True
RandomBot394,7,3,8,0.88,hard,2025-07-02 14:41:32,True
RandomBot395,8,2,8,1.0,easy,2025-07-02 14:41:32,True
RandomBot396,8,2,8,1.0,medium,2025-07-02 14:41:33,True
RandomBot397,7,3,10,0.7,hard,2025-07-02 14:41:33,True
RandomBot398,7,3,10,0.7,hard,2025-07-02 14:41:33,True
RandomBot399,9,1,10,0.9,medium,2025-07-02 14:41:33,True
RandomBot400,8,2,10,0.8,medium,2025-07-02 14:41:33,True
RandomBot401,7,3,10,0.7,medium,2025-07-02 14:41:33,True
RandomBot402,4,3,7,0.57,medium,2025-07-02 14:41:33,False
RandomBot403,6,4,9,0.67,hard,2025-07-02 14:41:33,True
RandomBot404,8,2,9,0.89,hard,2025-07-02 14:41:33,True
RandomBot405,7,3,10,0.7,hard,2025-07-02 14:41:33,True
RandomBot406,4,3,6,0.67,medium,2025-07-02 14:41:33,False
RandomBot407,3,3,5,0.6,medium,2025-07-02 14:41:33,False
RandomBot408,2,3,5,0.4,medium,2025-07-02 14:41:33,False
RandomBot409,5,5,10,0.5,hard,2025-07-02 14:41:33,True
RandomBot410,8,2,10,0.8,medium,2025-07-02 14:41:33,True
RandomBot411,8,2,10,0.8,easy,2025-07-02 14:41:33,True
RandomBot412,2,8,10,0.2,easy,2025-07-02 14:41:33,True
RandomBot413,3,3,6,0.5,medium,2025-07-02 14:41:33,False
RandomBot414,6,4,8,0.75,easy,2025-07-02 14:41:33,True
RandomBot415,9,1,10,0.9,hard,2025-07-02 14:41:33,True
RandomBot416,0,3,3,0.0,medium,2025-07-02 14:41:33,False
RandomBot417,9,1,9,1.0,hard,2025-07-02 14:41:33,True
RandomBot418,6,4,10,0.6,hard,2025-07-02 14:41:33,True
RandomBot419,7,3,9,0.78,easy,2025-07-02 14:41:34,True
RandomBot420,7,3,9,0.78,medium,2025-07-02 14:41:34,True
RandomBot421,8,2,10,0.8,hard,2025-07-02 14:41:34,True
RandomBot422,7,3,9,0.78,easy,2025-07-02 14:41:34,True
RandomBot423,8,2,10,0.8,easy,2025-07-02 14:41:34,True
RandomBot424,8,2,8,1.0,hard,2025-07-02 14:41:34,True
RandomBot425,6,4,9,0.67,easy,2025-07-02 14:41:34,True
RandomBot426,7,3,10,0.7,medium,2025-07-02 14:41:34,True
RandomBot427,6,4,10,0.6,hard,2025-07-02 14:41:34,True
RandomBot428,9,1,10,0.9,medium,2025-07-02 14:41:34,True
RandomBot429,6,4,9,0.67,hard,2025-07-02 14:41:34,True
RandomBot430,8,2,10,0.8,medium,2025-07-02 14:41:34,True
RandomBot431,9,1,10,0.9,medium,2025-07-02 14:41:34,True
RandomBot432,7,3,9,0.78,easy,2025-07-02 14:41:34,True
RandomBot433,2,3,5,0.4,medium,2025-07-02 14:41:34,False
RandomBot434,6,3,8,0.75,medium,2025-07-02 14:41:34,False
RandomBot435,4,3,7,0.57,medium,2025-07-02 14:41:34,False
RandomBot436,9,1,9,1.0,hard,2025-07-02 14:41:34,True
RandomBot437,4,3,7,0.57,medium,2025-07-02 14:41:34,False
RandomBot438,7,3,10,0.7,easy,2025-07-02 14:41:34,True
RandomBot439,9,1,10,0.9,hard,2025-07-02 14:41:34,True
RandomBot440,8,2,10,0.8,medium,2025-07-02 14:41:34,True
RandomBot441,8,2,9,0.89,medium,2025-07-02 14:41:35,True
RandomBot442,7,3,10,0.7,hard,2025-07-02 14:41:35,True
RandomBot443,6,3,9,0.67,medium,2025-07-02 14:41:35,False
RandomBot444,6,4,10,0.6,hard,2025-07-02 14:41:35,True
RandomBot445,6,4,9,0.67,easy,2025-07-02 14:41:35,True
RandomBot446,10,0,10,1.0,hard,2025-07-02 14:41:35,True
RandomBot447,3,3,6,0.5,medium,2025-07-02 14:41:35,False
RandomBot448,7,3,10,0.7,medium,2025-07-02 14:41:35,True
RandomBot449,8,2,10,0.8,medium,2025-07-02 14:41:35,True
RandomBot450,7,3,10,0.7,easy,2025-07-02 14:41:35,True
RandomBot451,7,3,10,0.7,hard,2025-07-02 14:41:35,True
RandomBot452,4,6,9,0.44,hard,2025-07-02 14:41:35,True
RandomBot453,3,3,6,0.5,medium,2025-07-02 14:41:35,False
RandomBot454,8,2,10,0.8,medium,2025-07-02 14:41:35,True
RandomBot455,7,3,10,0.7,hard,2025-07-02 14:41:35,True
RandomBot456,7,3,8,0.88,easy,2025-07-02 14:41:35,True
RandomBot457,6,4,10,0.6,easy,2025-07-02 14:41:35,True
RandomBot458,5,5,9,0.56,hard,2025-07-02 14:41:35,True
RandomBot459,7,3,10,0.7,hard,2025-07-02 14:41:35,True
RandomBot460,5,5,10,0.5,hard,2025-07-02 14:41:35,True
RandomBot461,7,3,9,0.78,medium,2025-07-02 14:41:36,True
RandomBot462,7,3,10,0.7,easy,2025-07-02 14:41:36,True
RandomBot463,0,3,3,0.0,medium,2025-07-02 14:41:36,False
RandomBot464,8,2,10,0.8,easy,2025-07-02 14:41:36,True
RandomBot465,7,3,10,0.7,medium,2025-07-02 14:41:36,True
RandomBot466,7,3,9,0.78,hard,2025-07-02 14:41:36,True
RandomBot467,5,5,9,0.56,hard,2025-07-02 14:41:36,True
RandomBot468,7,3,10,0.7,easy,2025-07-02 14:41:36,True
RandomBot469,7,3,10,0.7,hard,2025-07-02 14:41:36,True
RandomBot470,8,2,8,1.0,easy,2025-07-02 14:41:36,True
RandomBot471,9,1,10,0.9,hard,2025-07-02 14:41:36,True
RandomBot472,6,4,9,0.67,hard,2025-07-02 14:41:36,True
RandomBot473,8,2,10,0.8,easy,2025-07-02 14:41:36,True
RandomBot474,8,2,10,0.8,easy,2025-07-02 14:41:36,True
RandomBot475,0,3,3,0.0,medium,2025-07-02 14:41:36,False
RandomBot476,8,2,10,0.8,hard,2025-07-02 14:41:36,True
RandomBot477,9,1,10,0.9,hard,2025-07-02 14:41:36,True
RandomBot478,5,5,10,0.5,hard,2025-07-02 14:41:36,True
RandomBot479,8,2,9,0.89,hard,2025-07-02 14:41:36,True
RandomBot480,10,0,9,1.11,hard,2025-07-02 14:41:36,True
RandomBot481,8,2,9,0.89,medium,2025-07-02 14:41:37,True
RandomBot482,8,2,8,1.0,hard,2025-07-02 14:41:37,True
RandomBot483,8,2,9,0.89,medium,2025-07-02 14:41:37,True
RandomBot484,9,1,9,1.0,medium,2025-07-02 14:41:37,True
RandomBot485,8,2,10,0.8,hard,2025-07-02 14:41:37,True
RandomBot486,9,1,10,0.9,medium,2025-07-02 14:41:37,True
RandomBot487,6,4,10,0.6,hard,2025-07-02 14:41:37,True
RandomBot488,4,3,7,0.57,medium,2025-07-02 14:41:37,False
RandomBot489,9,1,9,1.0,hard,2025-07-02 14:41:37,True
RandomBot490,9,1,9,1.0,medium,2025-07-02 14:41:37,True
RandomBot491,8,2,8,1.0,medium,2025-07-02 14:41:37,True
RandomBot492,6,4,9,0.67,hard,2025-07-02 14:41:37,True
RandomBot493,8,2,10,0.8,easy,2025-07-02 14:41:37,True
RandomBot494,8,2,9,0.89,hard,2025-07-02 14:41:37,True
RandomBot495,4,6,10,0.4,hard,2025-07-02 14:41:37,True
RandomBot496,3,3,6,0.5,medium,2025-07-02 14:41:37,False
RandomBot497,7,3,10,0.7,easy,2025-07-02 14:41:37,True
RandomBot498,7,3,10,0.7,hard,2025-07-02 14:41:37,True
RandomBot499,6,4,9,0.67,hard,2025-07-02 14:41:37,True
RandomBot500,4,6,9,0.44,easy,2025-07-02 14:41:38,True
RandomBot501,8,2,10,0.8,hard,2025-07-02 14:41:38,True
RandomBot502,9,1,9,1.0,medium,2025-07-02 14:41:38,True
RandomBot503,4,3,7,0.57,medium,2025-07-02 14:41:38,False
RandomBot504,3,3,6,0.5,medium,2025-07-02 14:41:38,False
RandomBot505,7,3,10,0.7,easy,2025-07-02 14:41:38,True
RandomBot506,5,3,7,0.71,medium,2025-07-02 14:41:38,False
RandomBot507,8,2,10,0.8,easy,2025-07-02 14:41:38,True
RandomBot508,5,5,10,0.5,easy,2025-07-02 14:41:38,True
RandomBot509,7,3,9,0.78,easy,2025-07-02 14:41:38,True
RandomBot510,8,2,10,0.8,easy,2025-07-02 14:41:38,True
RandomBot511,2,8,10,0.2,hard,2025-07-02 14:41:38,True
RandomBot512,3,7,10,0.3,hard,2025-07-02 14:41:38,True
RandomBot513,8,2,9,0.89,medium,2025-07-02 14:41:38,True
RandomBot514,8,2,10,0.8,hard,2025-07-02 14:41:38,True
RandomBot515,8,2,10,0.8,medium,2025-07-02 14:41:38,True
RandomBot516,6,4,10,0.6,hard,2025-07-02 14:41:38,True
RandomBot517,9,1,10,0.9,easy,2025-07-02 14:41:38,True
RandomBot518,8,2,9,0.89,medium,2025-07-02 14:41:39,True
RandomBot519,8,2,10,0.8,medium,2025-07-02 14:41:39,True
RandomBot520,8,2,10,0.8,medium,2025-07-02 14:41:39,True
RandomBot521,5,3,8,0.62,medium,2025-07-02 14:41:39,False
RandomBot522,7,3,10,0.7,hard,2025-07-02 14:41:39,True
RandomBot523,9,1,9,1.0,medium,2025-07-02 14:41:39,True
RandomBot524,7,3,10,0.7,medium,2025-07-02 14:41:39,True
RandomBot525,8,2,9,0.89,medium,2025-07-02 14:41:39,True
RandomBot526,7,3,9,0.78,easy,2025-07-02 14:41:39,True
RandomBot527,7,3,10,0.7,medium,2025-07-02 14:41:39,True
RandomBot528,5,5,9,0.56,easy,2025-07-02 14:41:39,True
RandomBot529,9,1,8,1.12,medium,2025-07-02 14:41:39,True
RandomBot530,8,2,9,0.89,medium,2025-07-02 14:41:39,True
RandomBot531,7,3,9,0.78,hard,2025-07-02 14:41:39,True
RandomBot532,10,0,10,1.0,hard,2025-07-02 14:41:39,True
RandomBot533,8,2,9,0.89,easy,2025-07-02 14:41:39,True
RandomBot534,9,1,10,0.9,hard,2025-07-02 14:41:39,True
RandomBot535,3,3,6,0.5,medium,2025-07-02 14:41:39,False
RandomBot536,6,4,8,0.75,easy,2025-07-02 14:41:40,True
RandomBot537,8,2,9,0.89,easy,2025-07-02 14:41:40,True
RandomBot538,6,4,9,0.67,easy,2025-07-02 14:41:40,True
RandomBot539,8,2,9,0.89,easy,2025-07-02 14:41:40,True
RandomBot540,8,2,10,0.8,hard,2025-07-02 14:41:40,True
RandomBot541,1,3,4,0.25,medium,2025-07-02 14:41:40,False
RandomBot542,8,2,10,0.8,easy,2025-07-02 14:41:40,True
RandomBot543,8,2,9,0.89,medium,2025-07-02 14:41:40,True
RandomBot544,8,2,9,0.89,easy,2025-07-02 14:41:40,True
RandomBot545,7,3,9,0.78,medium,2025-07-02 14:41:40,True
RandomBot546,5,3,7,0.71,medium,2025-07-02 14:41:40,False
RandomBot547,8,2,9,0.89,hard,2025-07-02 14:41:40,True
RandomBot548,4,3,7,0.57,medium,2025-07-02 14:41:40,False
RandomBot549,4,3,7,0.57,medium,2025-07-02 14:41:40,False
RandomBot550,7,3,10,0.7,easy,2025-07-02 14:41:40,True
RandomBot551,8,2,9,0.89,easy,2025-07-02 14:41:40,True
RandomBot552,7,3,9,0.78,medium,2025-07-02 14:41:40,True
RandomBot553,6,4,9,0.67,hard,2025-07-02 14:41:40,True
RandomBot554,6,4,9,0.67,hard,2025-07-02 14:41:41,True
RandomBot555,6,4,10,0.6,easy,2025-07-02 14:41:41,True
RandomBot556,7,3,9,0.78,hard,2025-07-02 14:41:41,True
RandomBot557,9,1,10,0.9,medium,2025-07-02 14:41:41,True
RandomBot558,8,2,9,0.89,hard,2025-07-02 14:41:41,True
RandomBot559,6,4,10,0.6,easy,2025-07-02 14:41:41,True
RandomBot560,4,3,6,0.67,medium,2025-07-02 14:41:41,False
RandomBot561,1,3,4,0.25,medium,2025-07-02 14:41:41,False
RandomBot562,5,3,8,0.62,medium,2025-07-02 14:41:41,False
RandomBot563,8,2,10,0.8,easy,2025-07-02 14:41:41,True
RandomBot564,8,2,9,0.89,easy,2025-07-02 14:41:41,True
RandomBot565,8,2,10,0.8,hard,2025-07-02 14:41:41,True
RandomBot566,7,3,10,0.7,easy,2025-07-02 14:41:41,True
RandomBot567,7,3,9,0.78,easy,2025-07-02 14:41:41,True
RandomBot568,9,1,10,0.9,medium,2025-07-02 14:41:41,True
RandomBot569,6,3,8,0.75,medium,2025-07-02 14:41:41,False
RandomBot570,6,4,9,0.67,hard,2025-07-02 14:41:41,True
RandomBot571,2,3,5,0.4,medium,2025-07-02 14:41:41,False
RandomBot572,7,3,10,0.7,medium,2025-07-02 14:41:42,True
RandomBot573,8,2,9,0.89,hard,2025-07-02 14:41:42,True
RandomBot574,5,5,10,0.5,easy,2025-07-02 14:41:42,True
RandomBot575,5,3,8,0.62,medium,2025-07-02 14:41:42,False
RandomBot576,5,3,7,0.71,medium,2025-07-02 14:41:42,False
RandomBot577,1,3,4,0.25,medium,2025-07-02 14:41:42,False
RandomBot578,5,5,8,0.62,easy,2025-07-02 14:41:42,True
RandomBot579,7,3,10,0.7,easy,2025-07-02 14:41:42,True
RandomBot580,6,4,9,0.67,easy,2025-07-02 14:41:42,True
RandomBot581,5,5,10,0.5,hard,2025-07-02 14:41:42,True
RandomBot582,5,5,9,0.56,hard,2025-07-02 14:41:42,True
RandomBot583,8,2,10,0.8,easy,2025-07-02 14:41:42,True
RandomBot584,9,1,10,0.9,medium,2025-07-02 14:41:42,True
RandomBot585,9,1,8,1.12,easy,2025-07-02 14:41:42,True
RandomBot586,8,2,9,0.89,easy,2025-07-02 14:41:42,True
RandomBot587,4,6,10,0.4,easy,2025-07-02 14:41:42,True
RandomBot588,5,5,9,0.56,easy,2025-07-02 14:41:42,True
RandomBot589,6,4,10,0.6,hard,2025-07-02 14:41:43,True
RandomBot590,10,0,9,1.11,easy,2025-07-02 14:41:43,True
RandomBot591,4,3,7,0.57,medium,2025-07-02 14:41:43,False
RandomBot592,6,4,9,0.67,hard,2025-07-02 14:41:43,True
RandomBot593,2,3,5,0.4,medium,2025-07-02 14:41:43,False
RandomBot594,7,3,9,0.78,easy,2025-07-02 14:41:43,True
RandomBot595,9,1,10,0.9,hard,2025-07-02 14:41:43,True
RandomBot596,9,1,10,0.9,easy,2025-07-02 14:41:43,True
RandomBot597,9,1,10,0.9,hard,2025-07-02 14:41:43,True
RandomBot598,3,3,5,0.6,medium,2025-07-02 14:41:43,False
RandomBot599,5,3,8,0.62,medium,2025-07-02 14:41:43,False
RandomBot600,10,0,9,1.11,medium,2025-07-02 14:41:43,True
RandomBot601,8,2,9,0.89,medium,2025-07-02 14:41:43,True
RandomBot602,7,3,9,0.78,easy,2025-07-02 14:41:43,True
RandomBot603,3,7,9,0.33,hard,2025-07-02 14:41:43,True
RandomBot604,9,1,9,1.0,medium,2025-07-02 14:41:43,True
RandomBot605,7,3,8,0.88,hard,2025-07-02 14:41:43,True
RandomBot606,9,1,9,1.0,easy,2025-07-02 14:41:44,True
RandomBot607,6,4,10,0.6,hard,2025-07-02 14:41:44,True
RandomBot608,7,3,8,0.88,hard,2025-07-02 14:41:44,True
RandomBot609,9,1,10,0.9,medium,2025-07-02 14:41:44,True
RandomBot610,5,5,10,0.5,hard,2025-07-02 14:41:44,True
RandomBot611,5,5,10,0.5,easy,2025-07-02 14:41:44,True
RandomBot612,3,7,10,0.3,easy,2025-07-02 14:41:44,True
RandomBot613,9,1,9,1.0,hard,2025-07-02 14:41:44,True
RandomBot614,6,3,9,0.67,medium,2025-07-02 14:41:44,False
RandomBot615,5,5,9,0.56,hard,2025-07-02 14:41:44,True
RandomBot616,8,2,10,0.8,hard,2025-07-02 14:41:44,True
RandomBot617,8,2,9,0.89,medium,2025-07-02 14:41:44,True
RandomBot618,5,3,8,0.62,medium,2025-07-02 14:41:44,False
RandomBot619,6,4,10,0.6,easy,2025-07-02 14:41:44,True
RandomBot620,6,4,10,0.6,easy,2025-07-02 14:41:44,True
RandomBot621,8,2,10,0.8,easy,2025-07-02 14:41:45,True
RandomBot622,4,3,7,0.57,medium,2025-07-02 14:41:45,False
RandomBot623,7,3,10,0.7,hard,2025-07-02 14:41:45,True
RandomBot624,7,3,7,1.0,medium,2025-07-02 14:41:45,True
RandomBot625,5,5,9,0.56,easy,2025-07-02 14:41:45,True
RandomBot626,8,2,8,1.0,medium,2025-07-02 14:41:45,True
RandomBot627,8,2,9,0.89,medium,2025-07-02 14:41:45,True
RandomBot628,5,3,8,0.62,medium,2025-07-02 14:41:45,False
RandomBot629,3,3,6,0.5,medium,2025-07-02 14:41:45,False
RandomBot630,3,7,9,0.33,easy,2025-07-02 14:41:45,True
RandomBot631,7,3,10,0.7,easy,2025-07-02 14:41:45,True
RandomBot632,8,2,9,0.89,hard,2025-07-02 14:41:45,True
RandomBot633,5,3,7,0.71,medium,2025-07-02 14:41:45,False
RandomBot634,6,4,9,0.67,hard,2025-07-02 14:41:45,True
RandomBot635,8,2,10,0.8,hard,2025-07-02 14:41:45,True
RandomBot636,8,2,10,0.8,hard,2025-07-02 14:41:45,True
RandomBot637,7,3,10,0.7,easy,2025-07-02 14:41:46,True
RandomBot638,6,4,8,0.75,easy,2025-07-02 14:41:46,True
RandomBot639,9,1,10,0.9,medium,2025-07-02 14:41:46,True
RandomBot640,9,1,10,0.9,medium,2025-07-02 14:41:46,True
RandomBot641,7,3,10,0.7,hard,2025-07-02 14:41:46,True
RandomBot642,3,3,6,0.5,medium,2025-07-02 14:41:46,False
RandomBot643,6,4,10,0.6,easy,2025-07-02 14:41:46,True
RandomBot644,2,3,5,0.4,medium,2025-07-02 14:41:46,False
RandomBot645,7,3,10,0.7,hard,2025-07-02 14:41:46,True
RandomBot646,8,2,9,0.89,easy,2025-07-02 14:41:46,True
RandomBot647,8,2,9,0.89,easy,2025-07-02 14:41:46,True
RandomBot648,4,3,7,0.57,medium,2025-07-02 14:41:46,False
RandomBot649,3,7,9,0.33,hard,2025-07-02 14:41:46,True
RandomBot650,7,3,10,0.7,hard,2025-07-02 14:41:46,True
RandomBot651,8,2,9,0.89,easy,2025-07-02 14:41:46,True
RandomBot652,5,5,9,0.56,hard,2025-07-02 14:41:46,True
RandomBot653,7,3,9,0.78,hard,2025-07-02 14:41:47,True
RandomBot654,6,4,10,0.6,easy,2025-07-02 14:41:47,True
RandomBot655,8,2,10,0.8,hard,2025-07-02 14:41:47,True
RandomBot656,7,3,9,0.78,easy,2025-07-02 14:41:47,True
RandomBot657,8,2,10,0.8,easy,2025-07-02 14:41:47,True
RandomBot658,6,3,8,0.75,medium,2025-07-02 14:41:47,False
RandomBot659,5,5,9,0.56,easy,2025-07-02 14:41:47,True
RandomBot660,6,4,9,0.67,easy,2025-07-02 14:41:47,True
RandomBot661,6,4,10,0.6,hard,2025-07-02 14:41:47,True
RandomBot662,8,2,10,0.8,easy,2025-07-02 14:41:47,True
RandomBot663,1,3,4,0.25,medium,2025-07-02 14:41:47,False
RandomBot664,4,6,9,0.44,hard,2025-07-02 14:41:47,True
RandomBot665,6,4,10,0.6,easy,2025-07-02 14:41:47,True
RandomBot666,6,3,8,0.75,medium,2025-07-02 14:41:47,False
RandomBot667,7,3,8,0.88,easy,2025-07-02 14:41:47,True
RandomBot668,8,2,10,0.8,hard,2025-07-02 14:41:48,True
RandomBot669,7,3,9,0.78,easy,2025-07-02 14:41:48,True
RandomBot670,6,4,10,0.6,hard,2025-07-02 14:41:48,True
RandomBot671,0,3,3,0.0,medium,2025-07-02 14:41:48,False
RandomBot672,3,3,6,0.5,medium,2025-07-02 14:41:48,False
RandomBot673,3,3,6,0.5,medium,2025-07-02 14:41:48,False
RandomBot674,6,4,10,0.6,hard,2025-07-02 14:41:48,True
RandomBot675,7,3,10,0.7,hard,2025-07-02 14:41:48,True
RandomBot676,7,3,10,0.7,hard,2025-07-02 14:41:48,True
RandomBot677,8,2,9,0.89,easy,2025-07-02 14:41:48,True
RandomBot678,9,1,10,0.9,medium,2025-07-02 14:41:48,True
RandomBot679,7,3,9,0.78,hard,2025-07-02 14:41:48,True
RandomBot680,8,2,10,0.8,medium,2025-07-02 14:41:48,True
RandomBot681,5,5,9,0.56,hard,2025-07-02 14:41:48,True
RandomBot682,4,6,10,0.4,hard,2025-07-02 14:41:48,True
RandomBot683,4,6,10,0.4,hard,2025-07-02 14:41:49,True
RandomBot684,6,4,7,0.86,hard,2025-07-02 14:41:49,True
RandomBot685,4,6,9,0.44,easy,2025-07-02 14:41:49,True
RandomBot686,6,4,10,0.6,easy,2025-07-02 14:41:49,True
RandomBot687,7,3,9,0.78,hard,2025-07-02 14:41:49,True
RandomBot688,10,0,10,1.0,easy,2025-07-02 14:41:49,True
RandomBot689,6,4,10,0.6,hard,2025-07-02 14:41:49,True
RandomBot690,6,4,10,0.6,easy,2025-07-02 14:41:49,True
RandomBot691,9,1,9,1.0,medium,2025-07-02 14:41:49,True
RandomBot692,2,3,5,0.4,medium,2025-07-02 14:41:49,False
RandomBot693,3,3,6,0.5,medium,2025-07-02 14:41:49,False
RandomBot694,6,4,9,0.67,hard,2025-07-02 14:41:49,True
RandomBot695,8,2,8,1.0,hard,2025-07-02 14:41:49,True
RandomBot696,9,1,8,1.12,hard,2025-07-02 14:41:49,True
RandomBot697,4,3,7,0.57,medium,2025-07-02 14:41:49,False
RandomBot698,8,2,10,0.8,medium,2025-07-02 14:41:49,True
RandomBot699,8,2,10,0.8,easy,2025-07-02 14:41:50,True
RandomBot700,8,2,9,0.89,easy,2025-07-02 14:41:50,True
RandomBot701,6,4,8,0.75,hard,2025-07-02 14:41:50,True
RandomBot702,6,3,8,0.75,medium,2025-07-02 14:41:50,False
RandomBot703,6,3,8,0.75,medium,2025-07-02 14:41:50,False
RandomBot704,6,3,7,0.86,medium,2025-07-02 14:41:50,False
RandomBot705,4,6,10,0.4,hard,2025-07-02 14:41:50,True
RandomBot706,4,3,7,0.57,medium,2025-07-02 14:41:50,False
RandomBot707,8,2,9,0.89,easy,2025-07-02 14:41:50,True
RandomBot708,9,1,10,0.9,hard,2025-07-02 14:41:50,True
RandomBot709,8,2,9,0.89,easy,2025-07-02 14:41:50,True
RandomBot710,8,2,10,0.8,easy,2025-07-02 14:41:50,True
RandomBot711,6,4,9,0.67,easy,2025-07-02 14:41:50,True
RandomBot712,8,2,10,0.8,easy,2025-07-02 14:41:50,True
RandomBot713,7,3,10,0.7,hard,2025-07-02 14:41:51,True
RandomBot714,7,3,10,0.7,hard,2025-07-02 14:41:51,True
RandomBot715,10,0,9,1.11,medium,2025-07-02 14:41:51,True
